Stock_Length,Stock_Width,Panels,Items,Columns
1200,3080.0,24,[17],"(2,)"
1200,3080.0,10,[16],"(2,)"
1200,3080.0,47,"[15, 18]","(1, 1)"
1200,3080.0,12,[10],"(4,)"
1200,3080.0,4,[9],"(4,)"
1200,3080.0,15,"[8, 19]","(1, 1)"
1200,3080.0,2,[7],"(4,)"
1200,2370.0,132,[23],"(1,)"
1200,2370.0,35,[12],"(4,)"
1200,2370.0,18,[11],"(4,)"
1200,2370.0,17,[6],"(8,)"
1200,2370.0,22,"[5, 21]","(1, 1)"
1200,2370.0,94,"[4, 22]","(1, 1)"
1200,2370.0,24,"[3, 13]","(1, 3)"
1200,2370.0,22,"[2, 20]","(3, 1)"
1200,2370.0,47,"[1, 14]","(1, 3)"
