Stock_Length,Stock_Width,Panels,Items,Columns
1600,2300,220,"[53, 56]","(1, 1)"
1600,2300,270,"[52, 57]","(1, 1)"
1600,2300,135,"[49, 55]","(1, 1)"
1600,2300,30,"[44, 63]","(1, 1)"
1600,2300,184,"[42, 65]","(1, 1)"
1600,2300,140,"[39, 43]","(2, 1)"
1600,2300,47,[37],"(3,)"
1600,2300,46,[36],"(3,)"
1600,2300,55,"[33, 41]","(1, 2)"
1600,2300,150,"[28, 30, 31]","(2, 1, 1)"
1600,2300,18,[26],"(5,)"
1600,2300,6,[25],"(5,)"
1600,2300,300,"[24, 27, 59]","(1, 1, 1)"
1600,2300,100,"[23, 47]","(3, 1)"
1600,2300,3,[22],"(5,)"
1600,2300,55,"[21, 34]","(2, 2)"
1600,2300,20,"[17, 18, 62]","(1, 1, 1)"
1600,2300,3,[16],"(5,)"
1600,2300,14,"[14, 15, 61]","(1, 1, 1)"
1600,2300,680,"[12, 13, 60]","(1, 1, 1)"
1600,2300,110,"[11, 38, 54]","(1, 1, 1)"
1600,2300,340,"[10, 51]","(1, 2)"
1600,2300,140,"[9, 20, 40]","(1, 1, 2)"
1600,2300,220,"[7, 45, 58]","(1, 1, 1)"
1600,2300,184,"[6, 35, 64]","(1, 1, 1)"
1600,2300,30,"[5, 19, 29]","(1, 1, 3)"
1600,2300,33,"[3, 4, 48]","(1, 1, 2)"
1600,2300,170,"[2, 8, 50]","(2, 1, 2)"
1600,2300,45,"[1, 32, 46]","(2, 2, 1)"
