Stock_Length,Stock_Width,Panels,Items,Columns
1200,2700,26,[70],"(2,)"
1200,2700,44,[68],"(2,)"
1200,2700,26,[67],"(2,)"
1200,2700,87,"[66, 69]","(1, 1)"
1200,2700,87,"[65, 74]","(1, 3)"
1200,2700,43,"[63, 71]","(2, 1)"
1200,2700,20,"[57, 59]","(1, 1)"
1200,2700,10,[56],"(6,)"
1200,2700,10,[55],"(6,)"
1200,2700,5,[54],"(3,)"
1200,2700,5,[53],"(3,)"
1200,2700,20,[49],"(3,)"
1200,2700,250,"[45, 73]","(1, 1)"
1200,2700,63,"[44, 75]","(6, 2)"
1200,2700,360,[43],"(1,)"
1200,2700,43,"[42, 62]","(2, 2)"
1200,2700,10,[41],"(6,)"
1200,2700,30,[40],"(6,)"
1200,2700,15,"[38, 52]","(5, 1)"
1200,2700,225,"[36, 37]","(2, 2)"
1200,2700,33,"[35, 51]","(4, 1)"
1200,2700,10,[32],"(3,)"
1200,2700,20,[31],"(3,)"
1200,2700,30,"[30, 50]","(2, 2)"
1200,2700,90,"[28, 39]","(1, 2)"
1200,2700,27,"[27, 48]","(3, 1)"
1200,2700,25,"[26, 58]","(4, 1)"
1200,2700,43,"[23, 64]","(3, 2)"
1200,2700,320,"[21, 25]","(2, 1)"
1200,2700,50,[20],"(2,)"
1200,2700,200,[19],"(2,)"
1200,2700,400,"[18, 33]","(1, 1)"
1200,2700,280,"[17, 34]","(1, 2)"
1200,2700,2,[16],"(6,)"
1200,2700,5,[14],"(3,)"
1200,2700,44,"[12, 61]","(4, 2)"
1200,2700,45,"[11, 13]","(2, 1)"
1200,2700,35,"[10, 72]","(2, 2)"
1200,2700,300,"[9, 24]","(1, 1)"
1200,2700,157,[8],"(4,)"
1200,2700,313,"[7, 22]","(2, 3)"
1200,2700,9,"[6, 29]","(7, 2)"
1200,2700,44,"[5, 60]","(3, 2)"
1200,2700,40,"[4, 47]","(3, 1)"
1200,2700,5,"[3, 15]","(3, 3)"
1200,2700,4,[2],"(6,)"
1200,2700,25,"[1, 46]","(1, 5)"
