Stock_Length,Stock_Width,Panels,Items,Columns
1200,2280,20,"[23, 25]","(1, 1)"
1200,2280,10,[21],"(6,)"
1200,2280,12,[20],"(5,)"
1200,2280,6,[15],"(10,)"
1200,2280,20,[14],"(3,)"
1200,2280,4,[13],"(7,)"
1200,2280,157,[8],"(4,)"
1200,2280,313,"[7, 9]","(2, 1)"
1200,2280,20,"[6, 18, 24]","(4, 1, 1)"
1200,2280,3,[3],"(6,)"
1200,2940,5,[22],"(6,)"
1200,2940,18,[11],"(7,)"
1200,2940,15,"[10, 17]","(4, 1)"
1200,2940,12,"[5, 19]","(8, 1)"
1200,2940,32,"[4, 12]","(3, 1)"
1200,2940,10,"[1, 2, 16]","(2, 2, 1)"
