Stock_Length,Stock_Width,Panels,Items,Columns
1200,2300,30,[63],"(1,)"
1200,2300,23,[46],"(2,)"
1200,2300,15,[44],"(2,)"
1200,2300,65,[43],"(2,)"
1200,2300,147,"[42, 45]","(1, 1)"
1200,2300,55,[38],"(2,)"
1200,2300,65,"[33, 48]","(1, 1)"
1200,2300,88,"[32, 47]","(1, 1)"
1200,2300,184,"[31, 53]","(1, 1)"
1200,2300,138,"[30, 49]","(1, 1)"
1200,2300,30,[29],"(3,)"
1200,2300,300,"[28, 52]","(1, 1)"
1200,2300,340,"[27, 50]","(1, 1)"
1200,2300,220,"[26, 56]","(1, 1)"
1200,2300,135,"[25, 55]","(1, 1)"
1200,2300,300,"[24, 57]","(1, 1)"
1200,2300,300,"[23, 59]","(1, 1)"
1200,2300,5,[22],"(3,)"
1200,2300,220,"[21, 58]","(1, 1)"
1200,2300,110,"[20, 54]","(1, 1)"
1200,2300,5,[18],"(4,)"
1200,2300,5,[17],"(4,)"
1200,2300,4,[16],"(4,)"
1200,2300,10,"[15, 19]","(1, 3)"
1200,2300,4,[14],"(4,)"
1200,2300,680,"[13, 51]","(1, 1)"
1200,2300,680,"[12, 60]","(1, 1)"
1200,2300,75,"[11, 35]","(1, 2)"
1200,2300,184,"[10, 65]","(1, 1)"
1200,2300,140,"[9, 39]","(1, 2)"
1200,2300,55,"[8, 34]","(2, 2)"
1200,2300,184,"[7, 64]","(1, 1)"
1200,2300,69,"[6, 36]","(1, 2)"
1200,2300,140,"[5, 40]","(1, 2)"
1200,2300,14,"[4, 61]","(2, 1)"
1200,2300,20,"[3, 62]","(2, 1)"
1200,2300,70,"[2, 37]","(6, 2)"
1200,2300,55,"[1, 41]","(2, 2)"
