Stock_Length,Stock_Width,Panels,Items,Columns
1600,2400,137,[80],"(2,)"
1600,2400,2080,"[77, 86]","(1, 1)"
1600,2400,590,"[76, 83]","(1, 1)"
1600,2400,20,"[75, 84]","(1, 1)"
1600,2400,63,[59],"(5,)"
1600,2400,32,"[54, 60]","(5, 1)"
1600,2400,416,"[53, 71]","(5, 1)"
1600,2400,260,[52],"(8,)"
1600,2400,80,"[51, 69]","(2, 2)"
1600,2400,25,"[48, 67]","(2, 2)"
1600,2400,5,"[46, 73]","(2, 2)"
1600,2400,5,[42],"(8,)"
1600,2400,416,"[40, 56]","(1, 5)"
1600,2400,80,"[39, 68]","(2, 2)"
1600,2400,30,"[38, 85]","(4, 1)"
1600,2400,10,"[37, 62]","(3, 3)"
1600,2400,59,"[33, 57]","(1, 5)"
1600,2400,52,"[31, 66]","(7, 1)"
1600,2400,5,"[30, 41]","(4, 5)"
1600,2400,6,"[28, 63]","(5, 2)"
1600,2400,3,"[27, 49]","(7, 4)"
1600,2400,4,"[26, 29]","(8, 5)"
1600,2400,130,[21],"(16,)"
1600,2400,130,[20],"(16,)"
1600,2400,10,[19],"(16,)"
1600,2400,36,"[18, 36]","(1, 10)"
1600,2400,208,"[17, 55]","(2, 5)"
1600,2400,1080,"[16, 79]","(1, 2)"
1600,2400,10,"[15, 64]","(5, 2)"
1600,2400,4,"[14, 25]","(10, 5)"
1600,2400,28,"[13, 35]","(1, 10)"
1600,2400,10,"[8, 65]","(5, 2)"
1600,2400,10,"[7, 10]","(2, 14)"
1600,2400,2,"[6, 12]","(10, 7)"
1600,2400,1,"[4, 47]","(2, 7)"
1600,2400,55,"[2, 58]","(2, 5)"
1600,1800,205,[81],"(2,)"
1600,1800,1180,"[72, 87]","(1, 1)"
1600,1800,15,"[50, 74]","(2, 2)"
1600,1800,5,"[45, 70]","(2, 2)"
1600,1800,410,"[32, 82]","(5, 1)"
1600,1800,4,"[24, 61]","(4, 3)"
1600,1800,1,[22],"(14,)"
1600,1800,520,"[11, 78]","(1, 2)"
1600,1800,1,"[9, 43]","(2, 7)"
1600,1800,1,"[5, 23]","(4, 11)"
1600,1800,1,"[3, 44]","(2, 7)"
1600,1800,12,"[1, 34]","(1, 10)"
