Stock_Length,Stock_Width,Panels,Items,Columns
1200,2340,295,[22],"(2,)"
1200,2340,2080,"[16, 31]","(1, 1)"
1200,2340,1040,"[15, 25]","(2, 1)"
1200,2340,22,[13],"(6,)"
1200,2340,46,"[10, 11]","(2, 6)"
1200,2340,6,[9],"(8,)"
1200,2340,2080,"[6, 18, 26]","(1, 1, 1)"
1200,2340,590,"[5, 12, 23]","(4, 1, 1)"
1200,2340,590,"[4, 7, 30]","(2, 1, 1)"
1200,2340,4,[1],"(12,)"
1600,1680,205,[28],"(2,)"
1600,1680,205,[27],"(2,)"
1600,1680,590,"[20, 24]","(1, 2)"
1600,1680,1180,"[17, 32]","(2, 1)"
1600,1680,295,"[14, 21]","(2, 2)"
1600,1680,410,"[8, 19, 29]","(3, 1, 1)"
1600,1680,13,[3],"(16,)"
1600,1680,13,[2],"(16,)"
