Stock_Length,Stock_Width,Panels,Items,Columns
1550,2640,18,[75],"(7,)"
1550,2640,27,"[70, 71]","(2, 1)"
1550,2640,10,[57],"(2,)"
1550,2640,44,"[55, 68]","(2, 2)"
1550,2640,20,"[49, 50]","(3, 3)"
1550,2640,14,[46],"(9,)"
1550,2640,44,"[41, 65]","(2, 2)"
1550,2640,250,"[39, 73]","(1, 1)"
1550,2640,195,"[33, 34]","(2, 2)"
1550,2640,20,"[31, 59]","(3, 1)"
1550,2640,50,"[25, 26]","(6, 2)"
1550,2640,44,"[23, 69]","(3, 2)"
1550,2640,300,"[17, 24]","(1, 1)"
1550,2640,18,"[15, 45]","(1, 10)"
1550,2640,20,"[13, 30]","(1, 3)"
1550,2640,30,"[12, 64]","(3, 3)"
1550,2640,45,"[11, 32]","(2, 1)"
1550,2640,42,"[10, 74]","(2, 6)"
1550,2640,125,[8],"(5,)"
1550,2640,209,"[7, 40]","(3, 1)"
1550,2640,44,"[5, 66]","(3, 2)"
1550,2640,28,"[4, 48]","(4, 1)"
1550,2640,26,"[1, 67]","(1, 2)"
1550,1860,5,[54],"(4,)"
1550,1860,10,"[51, 52]","(2, 2)"
1550,1860,43,"[47, 63]","(1, 3)"
1550,1860,40,"[42, 44]","(3, 9)"
1550,1860,8,[38],"(15,)"
1550,1860,65,"[37, 60]","(7, 2)"
1550,1860,150,[36],"(3,)"
1550,1860,44,"[29, 61]","(1, 3)"
1550,1860,53,"[28, 72]","(3, 2)"
1550,1860,46,[22],"(14,)"
1550,1860,214,[21],"(3,)"
1550,1860,67,"[20, 56]","(2, 1)"
1550,1860,200,"[19, 27]","(2, 1)"
1550,1860,200,"[18, 35]","(2, 1)"
1550,1860,8,"[14, 16]","(3, 2)"
1550,1860,360,"[9, 43]","(1, 1)"
1550,1860,16,"[6, 58]","(6, 2)"
1550,1860,7,"[3, 53]","(3, 3)"
1550,1860,43,"[2, 62]","(1, 3)"
