Stock_Length,Stock_Width,Panels,Items,Columns
1550,2400,1040,[26],"(2,)"
1550,2400,520,[25],"(2,)"
1550,2400,590,"[23, 30]","(1, 1)"
1550,2400,2080,"[16, 18, 31]","(1, 1, 1)"
1550,2400,69,"[13, 20]","(2, 4)"
1550,2400,295,"[11, 14, 22]","(1, 1, 2)"
1550,2400,208,"[10, 17]","(1, 5)"
1550,2400,1180,"[8, 15, 32]","(1, 2, 1)"
1550,2400,410,"[7, 21, 28]","(1, 1, 1)"
1550,2400,298,"[6, 27]","(7, 1)"
1550,2400,416,"[5, 12, 29]","(5, 1, 1)"
1550,2400,590,"[4, 24]","(2, 2)"
1550,2400,24,"[2, 3, 9]","(6, 6, 2)"
1550,2400,59,"[1, 19]","(1, 5)"
