Stock_Length,Stock_Width,Panels,Items,Columns
1200,2200,150,"[62, 70]","(1, 1)"
1200,2200,155,"[54, 71]","(1, 1)"
1200,2200,6,[49],"(3,)"
1200,2200,15,[48],"(3,)"
1200,2200,12,[42],"(4,)"
1200,2200,20,"[39, 61]","(1, 2)"
1200,2200,15,[38],"(4,)"
1200,2200,1,[36],"(4,)"
1200,2200,35,"[34, 68]","(2, 1)"
1200,2200,98,"[32, 65]","(1, 2)"
1200,2200,40,"[31, 76]","(1, 1)"
1200,2200,63,[30],"(7,)"
1200,2200,438,"[28, 74]","(2, 1)"
1200,2200,40,"[27, 75]","(2, 1)"
1200,2200,45,[21],"(12,)"
1200,2200,8,"[16, 52]","(5, 2)"
1200,2200,5,"[14, 15]","(8, 9)"
1200,2200,2,"[12, 22]","(10, 4)"
1200,2200,2,"[11, 24]","(10, 4)"
1200,2200,1,"[9, 19]","(8, 6)"
1200,2200,1,[8],"(20,)"
1200,2200,1,"[7, 10]","(9, 9)"
1200,2200,120,"[6, 80]","(1, 1)"
1200,2200,20,"[5, 77]","(3, 1)"
1200,2200,20,"[2, 78]","(3, 1)"
1600,2620,40,"[60, 79]","(1, 1)"
1600,2620,9,[50],"(4,)"
1600,2620,5,[47],"(4,)"
1600,2620,30,"[46, 59]","(2, 2)"
1600,2620,25,"[45, 56]","(1, 3)"
1600,2620,3,[44],"(5,)"
1600,2620,10,"[43, 72]","(2, 1)"
1600,2620,35,"[37, 53]","(1, 3)"
1600,2620,88,"[35, 40]","(4, 2)"
1600,2620,44,[33],"(8,)"
1600,2620,110,"[29, 66]","(3, 2)"
1600,2620,133,"[26, 67]","(2, 2)"
1600,2620,23,"[25, 73]","(6, 1)"
1600,2620,18,"[23, 63]","(2, 3)"
1600,2620,7,"[20, 57]","(3, 3)"
1600,2620,44,"[18, 41]","(1, 5)"
1600,2620,38,"[17, 69]","(1, 2)"
1600,2620,7,"[13, 58]","(4, 3)"
1600,2620,33,"[4, 64]","(2, 3)"
1600,2620,5,"[3, 51]","(6, 3)"
1600,2620,7,"[1, 55]","(6, 3)"
